id	pDR110_IPTG_vs_pDR110_NT_Fold_Change	pDR110_IPTG_vs_pDR110_NT_log2fc	pDR110_IPTG_vs_pDR110_NT pvalue	pDR110_IPTG_vs_pDR110_NT adjusted_pvalue_BH	pDR110_IPTG_vs_pDR110_NT adjusted_pvalue_IHW	Goe3_IPTG_r1	Goe3_IPTG_r2	Goe3_IPTG_r3	Goe3_NT_r1	Goe3_NT_r2	Goe3_NT_r3	pDR110_IPTG_r1	pDR110_IPTG_r2	pDR110_IPTG_r3	pDR110_NT_r1	pDR110_NT_r2	pDR110_NT_r3	sigF_IPTG_r1	sigF_IPTG_r2	sigF_IPTG_r3	sigF_NT_r1	sigF_NT_r2	sigF_NT_r3	sigG_IPTG_r1	sigG_IPTG_r2	sigG_IPTG_r3	sigG_NT_r1	sigG_NT_r2	sigG_NT_r3	SP10_IPTG_r1	SP10_IPTG_r2	SP10_IPTG_r3	SP10_NT_r1	SP10_NT_r2	SP10_NT_r3	Goe3_IPTG.x	Goe3_NT.x	pDR110_IPTG.x	pDR110_NT.x	sigF_IPTG.x	sigF_NT.x	sigG_IPTG.x	sigG_NT.x	SP10_IPTG.x	SP10_NT.x	Name	Description
A8O17_RS02310	1.13689630207209	0.185100669965467	0.705659172034582	1	1	45.3460046885843	58.1310982160262	76.5596818696536	44.0592378519122	51.2559204476842	43.970839065743	42.045350280172	58.3990238667035	33.8012248387752	34.0426491717541	38.1535803683818	45.8845476960787	7268.11382106849	8883.69190729001	1230.97521853197	27.4158620238967	32.6183872860957	48.8273618563421	3093.64796845618	3301.50504004617	1587.44684454356	52.179281082933	52.2849869279018	41.3307516322469	73.7207838154906	85.3705893438788	108.5341755049	46.6565245079678	46.613459103385	56.2323794659606	60.0122615914213	46.4286657884465	44.7485329952169	39.3602590787382	5794.26031563016	36.2872037221115	2660.86661768197	48.5983398810272	89.2085162214231	49.8341210257711	A8O17_RS02310	acyl--CoA ligase
A8O17_RS02315	0.66050121626547	-0.59836687679369	0.439406783995379	1	1	16.3245616878903	3.00678094220825	6.23160201264622	4.3336955264176	3.94276311136032	0	4.67170558668578	11.0484639747817	7.32359871506795	12.1580889899122	13.2070085890552	9.5232080123937	8.8924720486156	42.0806458766369	4.42001873799631	16.0713673933188	4.65976961229938	4.43885107784928	25.8126655690962	39.6367130514018	48.6504708316413	6.52241013536662	2.48976128228104	2.90040362331557	35.2577661726259	44.8931547411777	16.0132390089196	9.03029506605828	11.8652441354071	0	8.5209815475816	2.75881954592597	7.68125609217849	11.6294351971204	18.4643788877496	8.38999602782247	38.0332831507131	3.97085834698775	32.0547199742411	6.9651797338218	A8O17_RS02315	class I SAM-dependent methyltransferase
A8O17_RS02320	0.664024699063908	-0.590691189829772	0.465240725951794	1	1	40.8114042197258	16.0361650251107	33.8286966400795	2.1668477632088	5.91414466704049	18.5654653833137	3.50377919001433	7.10258398378826	16.9006124193876	13.7791675219005	5.13605889574371	22.5094007565669	32.6057308449239	18.7025092785053	28.730121796976	17.9621164984151	5.59172353475926	15.0920936646876	36.1377317967347	23.3157135596481	129.734588884377	8.15301266920828	4.97952256456208	5.07570634080225	8.01312867559681	19.8707406231442	55.1567121418343	18.0605901321166	8.47517438243364	18.7441264886535	30.2254219616387	8.88215260452099	9.16899186439672	13.8082090580704	26.6794539734684	12.8819778992873	63.0626780802532	6.06941385819087	27.6801938135251	15.0932970010679	A8O17_RS02320	SDR family oxidoreductase
A8O17_RS02325	1.08608334502893	0.119134818470259	0.860362780535013	1	1	19.9522420629771	14.0316443969718	47.1821295243214	10.834238816044	3.94276311136032	18.5654653833137	8.75944797503583	8.68093598018566	18.5906736613263	9.72647119192974	4.40233619635175	19.0464160247874	47.4265175926166	51.4319005158895	30.9401311659742	19.8528656035114	4.65976961229938	11.5410128024081	43.8815314674636	23.3157135596481	138.743935334681	11.4142177368916	3.31968170970805	7.25100905828893	10.4170672782758	29.4381342565099	67.6114535932163	15.803016365602	6.78013950594692	17.6415308128504	27.0553386614234	11.1141557702393	12.0103525388493	11.0584078043563	43.2661830914934	12.0178826727396	68.6470601205975	7.32830283496286	35.8222183760007	13.4082288947998	lyxE	D-lyxose ketol-isomerase
A8O17_RS02330	0.819999929144117	-0.286304309819368	0.745958739222797	1	1	29.0214430006939	208.470145326439	67.657393280159	51.2820637292749	196.152464790176	34.1995414955779	41.4613870818363	145.20838366856	23.6608573871426	50.253434491637	167.288775461366	38.9585782325197	8.8924720486156	4.67562731962632	2.21000936899816	76.5753387564011	181.731014879676	59.4806044431804	33.5564652398251	83.9365688147332	10.8112157403647	41.5803646129622	163.494324203122	46.4064579730492	78.5286610208487	149.398531351788	24.0198585133795	83.5302293610391	224.592121134492	44.103827032126	101.716327202431	93.8780233383429	70.1102093791797	85.5002627285077	5.25936957908003	105.928986026419	42.7680832649743	83.827048929711	83.9823502953387	117.408725842552	A8O17_RS02330	GNAT family N-acetyltransferase
A8O17_RS02335	0.555266975169182	-0.848746501544554	0.100834675993576	1	1	646.634026859212	425.960633479502	176.265314071993	152.401626012352	353.862989244589	204.220119216451	173.437069905709	284.892535349729	131.824776871223	450.659831892745	264.140171781105	348.029965543843	6355.15335741062	5942.72232324505	4196.8077917275	299.683733157767	271.198591435824	272.545456179946	2523.18805937916	2226.65064494639	553.173872048663	313.075686497598	289.642229172027	127.617759425885	193.917713949443	390.055278898757	145.898399859046	235.540196306354	292.393516193961	271.238536247575	416.286658136902	236.828244824464	196.718127375554	354.276656405897	5498.22782412772	281.142593591179	1767.6708587914	243.445225031837	243.290464235748	266.39074958263	A8O17_RS02335	pyridoxamine 5'-phosphate oxidase family protein
A8O17_RS02340	1.06089949679042	0.0852879905129618	0.881514921392294	1	1	20.8591621567488	61.1378791582344	57.8648758317149	28.8913035094506	51.2559204476842	63.5134342060732	28.6141967184504	69.4474878414852	33.2378710914622	24.3161779798244	53.5617570556129	45.8845476960787	343.84225254647	738.749116500958	534.822267297554	39.7057312070228	49.3935578903735	47.9395916407723	101.96002899793	335.746275258933	365.77946588234	35.0579544775956	54.7747482101828	48.5817606905359	40.065643377984	47.8369681668287	100.52755600044	54.9342949851879	37.290767282708	65.0531448723858	46.6206390488994	47.8868860544027	43.766518550466	41.2541609105053	539.137878781661	45.6796269127228	267.828590046401	46.1381544594381	62.8100558484175	52.4260690467606	amj	lipid II flippase Amj
A8O17_RS02345	0.707402559671702	-0.499396655578542	0.408505971597831	1	1	47.1598448761276	27.0610284798743	89.9131147538955	28.8913035094506	62.0985190039251	18.5654653833137	29.7821231151218	16.5726959621726	18.5906736613263	42.9585810976897	22.0116809817587	26.8381316712913	157.100339525542	369.374558250479	137.020580877886	15.1259928407706	13.0473549144383	23.0820256048163	215.535757501953	170.204708985431	68.47103302231	45.6568709475664	12.4488064114052	29.0040362331557	29.6485760997082	58.1403151566071	58.715209699372	18.0605901321166	38.9858021591948	12.1285524338346	54.7113293699658	36.5184292988965	21.6484975795403	30.6027979169133	221.165159551302	17.0851244533417	151.403833169898	29.0365711973758	48.8347003185624	23.058314908382	A8O17_RS02345	DUF3817 domain-containing protein
A8O17_RS02350	0.883197670005225	-0.179191728790689	0.698205865738567	1	1	14.510721500347	25.0565078517354	23.145950332686	21.668477632088	43.3703942249636	26.3825034394458	23.3585279334289	42.6155039027296	18.0273199140134	29.1794135757892	42.5559165647336	23.3751469395118	26.6774161458468	74.8100371140211	15.4700655829871	25.5251129188004	40.0740186657747	26.6331064670957	52.9159644166473	18.6525708477185	34.235516511155	30.1661468760706	36.5164988067886	43.5060543497336	8.81444154315649	13.2471604154295	20.4613609558418	18.8131147209548	51.6985637328452	35.2830616257008	20.9043932282561	30.4737917654991	28.0004505833906	31.7034923600115	38.985839614285	30.7440793505569	35.2680172585069	36.7295666775309	14.1743209714759	35.2649133598336	lrpC	transcriptional regulator LrpC
A8O17_RS02355	1.06667851574323	0.0931254304937184	0.726758304567468	1	1	521.479053918719	564.272556821082	656.098669045752	476.706507905936	519.459039921723	487.587748751239	554.1810752206	575.309302686849	553.7767336086	513.071355374294	610.457285894109	454.516746046063	1342.76327934096	1398.01256856827	828.753513374308	415.019428568643	467.840869074858	422.578622611252	1195.12641584916	818.381545943649	454.071061095319	513.639798160122	366.82482892274	513.371441326856	455.145708773899	521.054976340226	509.754775117275	425.176392693577	516.985637328452	421.191548156803	580.616759928518	494.584432192966	561.089037172016	526.015129104822	1189.84312042784	435.146306751584	822.526340962708	464.612022803239	495.3184867438	454.451192726278	topB	DNA topoisomerase III
A8O17_RS02360	0.931968317892578	-0.101647183351331	0.811210986001763	1	1	29.9283630944656	22.0497269095272	27.5970946274333	8.66739105283519	18.7281247789615	11.7255570841981	12.8471903633859	37.0912719153387	9.01365995700671	16.2107853198829	17.609344785407	29.435370220126	20.7491014467697	14.026881958879	17.6800749519852	17.9621164984151	14.911262759358	15.9798638802574	20.650132455277	32.6419989835073	81.0841180527355	18.751929139179	16.5984085485403	10.8765135874334	21.6354474241114	27.9662275436844	37.3642243541458	17.3080655432784	24.5780057090576	29.770083246685	26.5250615438087	13.040357638665	19.6507074119104	21.0851667751386	17.485352785878	16.2844143793435	44.79208316384	15.4089504250509	28.9886331073139	23.885384833007	A8O17_RS02360	lipoprotein
A8O17_RS02365	1.21269645441047	0.27821847995581	0.784791859098689	1	1	12.6968813128036	3.00678094220825	0	2.88913035094506	1.97138155568016	2.93138927104953	1.75188959500717	3.15670399279478	11.8304286935713	5.67377486195902	2.93489079756783	5.19447709766929	0	4.67562731962632	4.42001873799631	4.72687276274081	3.72781568983951	0.887770215569857	0	0	19.8205621906687	7.33771140228745	6.6393634194161	3.62550452914447	4.80787720535808	10.3033469897785	17.7924877876885	2.25757376651457	1.69503487648673	7.71816973062204	5.23455408500395	2.59730039255825	5.57967409379109	4.60104758573205	3.03188201920754	3.11415288938339	6.60685406355623	5.86752645028267	10.967903994275	3.89025945787445	epsK	cyclic-di-GMP receptor EpsK
A8O17_RS02370	1.14274070542946	0.192498084717175	0.779682968057175	1	1	19.9522420629771	23.0519872235966	40.0602986527257	15.8902169301979	13.7996708897611	22.4739844113797	10.511337570043	15.7835199639739	17.4639661667005	12.1580889899122	18.343067484799	7.79171564650394	23.7132587963083	23.3781365981316	6.63002810699447	17.9621164984151	7.45563137967901	14.2043234491177	6.45316639227406	4.66314271192962	55.8579479918845	10.5989164699708	9.12912470169714	25.3785317040113	13.6223187485146	9.56739363336573	24.9094829027639	12.040393421411	19.4929010795974	12.1285524338346	27.6881759797665	17.3879574104462	14.5862745669058	12.7642907070717	17.9071411671448	13.2073571090706	22.3247523653627	15.0355242918931	16.0330650948814	14.553948978281	A8O17_RS02370	DUF2334 domain-containing protein
A8O17_RS02375	1.28300375971097	0.359525398103682	0.534176760666424	1	1	11.7899612190319	12.027123768833	8.01205973054515	7.94510846509893	13.7996708897611	7.81703805613208	8.17548477670011	7.10258398378826	6.19689122044211	5.67377486195902	5.86978159513566	5.19447709766929	35.5698881944624	56.1075278355158	37.5701592729687	5.67224731528897	7.45563137967901	10.6532425868383	11.6156995060933	9.32628542385924	19.8205621906687	2.44590380076248	4.14960213713506	3.62550452914447	5.60919007291776	8.09548692054023	0	7.5252458883819	6.78013950594692	1.10259567580315	10.6097149061367	9.85393913699738	7.1583199936435	5.57934451825466	43.0825251009823	7.92704042726875	13.5875157068737	3.40700348901401	4.568225664486	5.13599369004399	A8O17_RS02375	glycosyltransferase family 2 protein
A8O17_RS02380	1.46443301593176	0.550342204966572	0.264423867023665	1	1	66.205166845333	77.1740441833451	43.6212140885236	21.668477632088	21.6851971124818	18.5654653833137	22.7745647350932	36.30209591714	40.5614698065302	19.4529423838595	23.4791263805427	25.1066393054016	91.8888778356946	88.8369190729001	24.3101030589797	26.4704874713485	21.4349402165772	12.428783017978	23.2313990121866	53.6261411871906	122.527111724134	18.751929139179	28.2172945325184	21.0279262690379	27.2446374970291	27.2302741872717	36.4745999647614	26.3383606093367	15.2553138883806	18.7441264886535	62.3334750390672	20.6397133759612	33.2127101529211	22.6795693566012	68.3452999891914	20.1114035686346	66.4615506411703	22.6657166469118	30.3165038830207	20.1126003287903	A8O17_RS02380	hypothetical protein
A8O17_RS02385	0.984715777942847	-0.0222207204941494	0.962881874309165	1	1	395.417160884455	484.091731695528	419.297792565196	299.024991322814	478.060027252439	255.030866581309	297.237267952883	460.878782948038	279.423458667208	311.247078141752	493.061653991396	249.334900688126	6808.66943189001	7733.48758666193	1142.57484377205	276.049369344063	398.876278812827	253.902281652979	1819.79292262128	2711.61748698707	839.671089168328	356.286653644402	278.853263615476	249.434711605139	270.042436367612	434.948433639934	437.695199577137	266.393704448719	425.453753998169	281.161897329803	432.93556171506	344.038628385521	345.846503189376	351.214544273758	5228.243954108	309.609309936623	1790.36049959223	294.858209621673	380.895356528228	324.336451925564	kimA	potassium transporter KimA
A8O17_RS02390	2.19481476698372	1.13409918758277	0.429478763137053	1	1	5.44152056263011	0	0	1.44456517547253	0	3.90851902806604	2.33585279334289	0.789175998198696	3.94347623119044	1.62107853198829	0.733722699391958	0.865746182944882	17.7849440972312	14.026881958879	4.42001873799631	2.83612365764449	2.79586176737963	0.887770215569857	1.29063327845481	0	39.6411243813374	1.63060253384166	0.829920427427013	0.725100905828893	0	0	0	1.50504917767638	0	1.10259567580315	1.81384018754337	1.78436140117952	2.35616834091067	1.07351580477504	12.0772815980355	2.17325188019799	13.6439192199307	1.06187462236585	0	0.869214951159843	mutT	8-oxo-dGTP diphosphatase MutT
A8O17_RS02395	0.592532523646325	-0.755033750301794	0.226819114008798	1	1	386.347959946738	69.1559616707898	186.057831520437	72.9505413613629	36.470558780083	87.9416781314859	66.5718046102723	55.2423198739087	109.290626978706	214.792905488448	55.7629251537888	119.472973246394	174.885283622774	205.727602063558	176.800749519852	101.155077122653	49.3935578903735	108.307966299523	344.599085347435	144.557424069818	495.514054766717	117.403382436599	33.1968170970805	53.6574670313381	71.3168452128116	103.769423254198	197.496614443342	108.363540792699	40.6808370356815	126.798502717362	213.853917712655	65.7875927576439	77.0349171542958	130.00960129621	185.804545068728	86.2855337708498	328.223521394657	68.085888855006	124.19429430345	91.947626848581	A8O17_RS02395	pyruvate oxidase
A8O17_RS02400	0.828948947719502	-0.270644841344714	0.75061326779757	1	1	6.3484406564018	2.00452062813883	2.67068657684838	7.94510846509893	1.97138155568016	7.81703805613208	7.59152157836439	1.57835199639739	2.8167687365646	4.86323559596487	4.40233619635175	5.19447709766929	0	0	4.42001873799631	4.72687276274081	11.1834470695185	3.55108086227943	2.58126655690962	2.33157135596481	5.40560787018237	8.96831393612911	3.31968170970805	7.97610996411783	4.80787720535808	3.67976678206374	5.33774633630655	5.26767212186733	3.39006975297346	2.2051913516063	3.67454928712967	5.91117602563706	3.99554743710879	4.82001629666197	1.4733395793321	6.48713356484625	3.4394819276856	6.754701869985	4.60846344124279	3.62097774214903	A8O17_RS02400	hypothetical protein
A8O17_RS02405	0.826902916592715	-0.2742101366782	0.592603353292522	1	1	92.5058495647119	133.300621771232	53.4137315369676	94.6190189934509	228.680260458899	85.9874186174529	109.785081287116	134.159919693778	71.5459259087408	94.0225548553209	177.560893252854	109.949765234	80.0322484375404	191.700720104679	121.550515294899	115.335695410876	181.731014879676	111.859047161802	45.1721647459184	83.9365688147332	144.149543204863	97.8361520304994	226.568276687575	89.1874114169539	110.581175723236	187.668105885251	72.0595755401384	103.84839325967	199.166597987191	125.695907041559	93.0734009576373	136.428899356601	105.163642296545	127.177737780725	131.094494612373	136.308585817451	91.0860922551716	137.863946711676	123.436285716208	142.903632762807	A8O17_RS02405	hypothetical protein
A8O17_RS02410	0.816132400757312	-0.293124875998068	0.511877498984997	1	1	3789.1121517781	8998.29309971523	5578.17403017732	6140.84656093373	13108.7016544952	7819.96944540313	6720.24848644749	9189.16532302562	6843.62132235734	6822.30900187272	12407.9845694174	8648.80436761937	1019.67012824126	2510.81187063933	1091.74462828509	7753.01670544748	12104.2175449089	7747.57067127814	1738.48302607863	2648.66506037602	994.631848113556	6980.60944737613	11241.2721894989	7899.24926809996	3480.90309667925	6220.27776840055	2675.10053887896	7609.52864233178	13037.3607524977	7889.07206037153	6121.85976055688	9023.1725536107	7584.34504394348	9293.03264630317	1540.74220905523	9201.60164054483	1793.92664485607	8707.04363499166	4125.42713465292	9511.98715173366	mntH	divalent metal cation transporter
A8O17_RS02415	0.829712246843034	-0.269317013887751	0.706272137143719	1	1	111.551171533917	28.0632887939437	50.7430449601192	15.1679343424616	11.828289334081	40.0623200376769	13.4311535617216	29.1995119333518	63.6589734463599	72.1379946734789	16.1418993866231	39.8243244154646	225.275958564929	187.025092785053	59.6702529629502	46.3233530748599	18.6390784491975	38.1741192695038	68.403563758105	130.567995934029	86.4897259229179	30.9814481429915	14.1086472662592	10.1514126816045	30.4498889672679	126.583977302993	49.8189658055278	54.1817703963497	17.7978662031107	46.3090183837323	63.4525017626601	22.3528479047398	35.4298796471444	42.7014061585222	157.323768104311	34.3788502645204	95.1537618716841	18.4138360302851	68.9509440252628	39.4295516610642	A8O17_RS02415	GlsB/YeaQ/YmgE family stress response membrane protein
A8O17_RS02420	0.779018294140528	-0.360270886554314	0.645930885466861	1	1	48.0667649698993	14.0316443969718	8.01205973054515	5.77826070189013	8.87121700056073	11.7255570841981	12.2632271650502	14.2051679675765	9.57701370431963	31.6110313737717	5.13605889574371	9.5232080123937	165.992811574158	201.051974743932	30.9401311659742	25.5251129188004	4.65976961229938	16.8676340958273	63.2410306442857	146.888995425783	61.2635558620669	14.6754228045749	3.31968170970805	9.42631177577561	16.0262573511936	46.3650614540032	13.3443658407664	25.5858360204985	10.1702092589204	9.92336108222834	23.3701563658054	8.79167826221633	12.0151362789821	15.4234327606364	132.661639161355	15.6841722089757	90.4645273107119	9.14047209668619	25.245228215321	15.2264687872157	A8O17_RS02420	DUF2188 domain-containing protein
A8O17_RS02425	1.07925979372493	0.110042184570761	0.846654934741617	1	1	18.1384018754337	25.0565078517354	40.9505275116752	26.7244557462418	14.7853616676012	62.5363044490567	47.8849822635292	26.042807940557	32.6745173441493	31.6110313737717	21.2779582823668	45.8845476960787	278.630790856622	187.025092785053	567.972407832526	29.306611128993	12.1154009919784	44.3885107784928	154.875993414577	74.6102833908739	81.0841180527355	39.1344608121997	25.7275332502374	38.4303480089313	21.6354474241114	13.9831137718422	58.715209699372	31.606032731204	25.4255231473009	63.9505491965826	28.0484790796148	34.6820406209666	35.5341025160785	32.9245124507391	344.542763824734	28.6035076331547	103.523464952729	34.4307806904562	31.4445902984419	40.3273683583625	A8O17_RS02425	EcsC family protein
A8O17_RS02430	0.979038651021438	-0.0305622784330142	0.968071924799692	1	1	794.462002143996	107.241853605428	221.666985878416	43.336955264176	43.3703942249636	81.1017698323704	110.953007683787	102.59287976583	108.163919484081	206.687512828507	24.9465717793266	96.9635724898268	163.028654224619	135.593192269163	79.5603372839336	102.100451675201	20.5029862941173	102.093574790534	218.117024058863	102.589139662452	309.921517890456	98.6514532974202	20.7480106856753	18.1275226457223	136.223187485146	167.797365262107	116.54079500936	168.565507899755	44.9184242268983	133.414076772181	374.45694720928	55.93637310717	107.236602311233	109.532552365887	126.060727925905	74.8990042532841	210.209227203924	45.8423288762726	140.187115918871	115.632669632945	A8O17_RS02430	general stress protein
A8O17_RS02435	0.86319133785502	-0.212247707466794	0.688828389028882	1	1	31.742203282009	12.027123768833	53.4137315369676	31.0581512726594	19.7138155568016	42.9937093087265	32.1179759084647	23.6752799459609	42.251531048469	42.9585810976897	21.2779582823668	49.3475324278583	44.462360243078	98.1881737121527	114.920487187904	40.651105759571	29.8225255187161	40.8374299162134	25.8126655690962	51.2945698312258	32.4336472210942	51.3639798160122	34.0267375245075	44.2311552555625	40.065643377984	22.8145540487952	63.1633316462941	30.1009835535276	19.4929010795974	54.0271881143543	32.3943528626032	31.2552253793958	32.6815956342982	37.8613572693049	85.8570070477116	37.1036870648335	36.5136275404721	43.2072908653607	42.0145096910245	34.5403575824931	A8O17_RS02435	cupin domain-containing protein
A8O17_RS02440	0.95395885799516	-0.068001047363353	0.920181359236572	1	1	48.0667649698993	22.0497269095272	45.4016718064225	53.4489114924837	22.6708878903219	50.8107473648585	54.8925406435579	22.0969279495635	68.7291571721762	47.0112774276604	33.0175214726381	72.7226793673701	20.7491014467697	23.3781365981316	90.6103841289244	21.7436147086077	27.9586176737963	66.5827661677392	36.1377317967347	34.9735703394722	32.4336472210942	49.7333772821705	17.4283289759673	60.908476089627	41.6682691131034	20.606693979557	49.8189658055278	23.3282622539839	13.5602790118938	56.2323794659606	38.5060545619497	42.3101822492214	48.5728752550992	50.9171594225562	44.9125407246086	38.7616661833811	34.5149831191004	42.6900607825883	37.3646429660627	31.0403069106128	A8O17_RS02440	YdbC family protein
A8O17_RS02445	0.988530772144045	-0.0166422183323563	0.981829729409745	1	1	230.357703818008	64.1446601004427	138.875701996116	94.6190189934509	72.941117560166	144.615204038444	90.5142957420369	69.4474878414852	168.442770446563	129.686282559063	48.4256981598692	154.102820564189	323.0931510997	182.349465465426	97.2404122359189	144.642306539869	64.3048206497315	116.297898239651	185.851192097493	69.9471406789443	313.525256470577	110.880972301233	57.2645094924639	75.4104942062049	75.32340955061	85.3705893438788	330.940272851006	124.91908174714	72.8864996889293	155.465990288244	144.459355304856	104.05844686402	109.468184676695	110.738267094374	200.894342933682	108.415008476417	189.774529749005	81.1853253333005	163.878090581832	117.757190574771	A8O17_RS02445	manganese catalase
A8O17_RS02450	1.1576773530028	0.211233227349542	0.497074380263914	1	1	30.8352831882373	17.0384253391801	24.0361791916354	56.3380418434287	49.284538892004	86.9645483744694	65.9878414119366	49.7180878865178	63.095619699047	42.1480418316956	54.2954797550049	58.0049942573071	23.7132587963083	18.7025092785053	39.7801686419668	51.0502258376007	62.4409128048117	55.929523580901	30.9751986829155	23.3157135596481	41.4429936713982	59.5169924852204	37.3464192342156	63.0837788071137	29.6485760997082	22.0786006923825	36.4745999647614	47.409049096806	41.5283544739249	68.3609318997952	23.9699625730176	64.1957097033007	59.6005163325005	51.4828386146692	27.3986455722601	56.4735540744378	31.9113019713206	53.3157301755166	29.400592252284	52.4327784901754	dctB	C4-dicarboxylate TRAP transporter substrate-binding protein DctB
A8O17_RS02455	0.873831497361283	-0.194572986051959	0.599869527712508	1	1	64.3913266577897	95.2147298365946	51.6332738190687	103.286410046286	181.367103122575	105.530013757783	78.2510685769868	155.467671645143	81.6862933603733	80.2433873334204	167.288775461366	113.41274996578	47.4265175926166	28.0537639177579	41.990178010965	122.898691831261	174.275383499997	137.604383413328	64.5316639227406	48.962998475261	109.914026693708	117.403382436599	190.051777880786	116.741245838452	46.4761463184615	52.9886416617179	51.5982145842966	124.91908174714	193.233975919487	108.054376228709	70.4131101044843	130.061175642215	105.135011194168	120.314970920189	39.1568198404465	144.926152914862	74.4695630305699	141.398802051946	50.3543341881587	142.069144631778	dctS	two-component system sensor histidine kinase DctS
A8O17_RS02460	1.02008201623635	0.0286851518640143	0.956957710084734	1	1	73.4605275955065	137.30966302751	81.9010550233504	80.8956498264618	172.495886122014	119.209830356014	85.2586269570154	169.67283961272	76.616109634557	89.9698585253501	146.744539878392	88.306110660378	23.7132587963083	28.0537639177579	33.1501405349723	105.881949885394	164.955844275398	112.746817377372	18.0688658983674	79.2734261028036	41.4429936713982	83.9760304928453	151.045517791716	84.8368059819805	37.661704775305	61.8200819386709	48.0397170267589	163.297835777887	161.028313266239	94.8232281190708	97.5570818821223	124.20045543483	110.515858734764	108.34016968804	28.3057210830128	127.861537179388	46.2617618908564	106.619451422181	49.1738345802449	139.716459054399	dctR	two-component system response regulator DctR
A8O17_RS02465	1.24038943364486	0.310793141404124	0.535598888238015	1	1	246.682265505898	478.078169811112	289.324379158575	251.354340532221	419.904271359874	314.635781759316	332.275059853026	611.611398603989	287.310411129589	209.119130626489	524.61173006525	258.85810870052	320.128993750162	495.61649588039	366.861555253694	469.851152616436	499.527302438494	301.841873293751	162.619793085306	354.398846106651	974.811285922887	302.476770027627	383.42323747128	284.239555084926	254.817491883978	401.094579244948	588.041721383104	508.706622054617	565.294131308324	321.957937334519	338.028271491862	328.63146455047	410.398956528868	330.86298979742	394.202348294749	423.740109449561	497.276641704948	323.379854194611	414.651264170677	465.31956356582	dctA	dicarboxylate/amino acid:cation symporter
A8O17_RS02470	0.885080071151009	-0.176120116497393	0.704220610732902	1	1	233.985384193095	400.904125627767	332.945593247098	336.5836858851	557.900980257486	385.966254021522	322.931648679654	374.069423146182	398.854453097547	306.383842545787	470.316250310245	461.442715509622	10863.6366860587	13213.322805264	4008.95699536265	358.296955415753	447.337882780741	381.741192695038	4466.8817767321	2725.60691512286	663.087898742371	329.381711836015	478.864086625386	419.833424474929	318.922521288753	417.285553086028	370.083745983921	349.923933809758	555.123922049404	446.551248700275	322.611701022653	426.816973388036	365.285174974461	412.714269455218	9361.97216222845	395.792010297178	2618.52553019911	409.359740978777	368.763940119567	450.533034853146	A8O17_RS02470	AI-2E family transporter
A8O17_RS02480	1.2436005262061	0.314523132240933	0.566086177310899	1	1	69.8328472204198	33.0745903642908	133.534328842419	81.6179324141981	46.3274665584838	132.889646954245	99.8577069154085	41.0371519063322	151.542158027175	89.9698585253501	44.7570846629094	100.426557221606	80.0322484375404	56.1075278355158	125.970534032895	48.2141021799563	59.6450510374321	70.1338470300187	87.7630629349272	51.2945698312258	82.8859873427963	63.5934988198246	32.3668966696535	97.1635213810717	60.098465066976	41.2133879591139	127.216287681973	51.1716720409969	46.613459103385	73.873910278811	78.8139221423765	86.9450153089758	97.4790056163053	78.384500136622	87.370103435317	59.331000082469	73.9812067029831	64.3746389568499	76.1760469026875	57.2196804743976	A8O17_RS02480	ABC transporter ATP-binding protein
A8O17_RS02485	1.16301583753304	0.217870743049144	0.682205720371108	1	1	71.6466874079631	48.108495075332	133.534328842419	127.844018029319	62.0985190039251	166.112058692807	148.326652377273	69.4474878414852	195.483750317583	103.749026047251	74.1059926385878	177.477967503701	97.8171925347716	70.1344097943948	97.2404122359189	75.6299642038529	79.2160834090895	123.40005996421	180.688658983674	93.2628542385924	91.8953337931003	108.43506850047	53.9448277827558	149.370786600752	96.1575441071617	53.7245950181306	223.295721735491	71.4898359396281	60.1737381152789	113.567354607724	84.4298371085714	118.684865242017	137.752630178781	118.444328729846	88.3973381883618	92.7487025257175	121.948949005122	103.916894294659	124.392620286928	81.7436428875438	A8O17_RS02485	ABC transporter permease
A8O17_RS02490	0.808018148239887	-0.30754039834389	0.632220046505376	1	1	332.839674414209	219.495008781202	272.410030838535	251.354340532221	302.607068796905	220.831325085731	334.026949448033	183.878007580296	147.598681795985	367.174287495348	210.578414725492	245.871915956346	20230.3739106005	27371.1223290925	3611.15530894299	214.600023428433	145.384811903741	213.952621952335	3507.94125084018	5225.05140871714	324.336472210942	395.421114456602	151.875438219143	298.741573201504	403.861685250079	527.678556547941	261.549570479021	228.76747500681	310.191382397071	305.419002197472	274.914904677982	258.264244804952	221.834546274771	274.541539392395	17070.8838495453	191.312485761503	3019.10971058942	282.01270862575	397.696604092347	281.459286533785	A8O17_RS02490	hypothetical protein
